Dumbell Press,https://www.youtube.com/watch?v=C0We_bEyxlM
Cabel lateral Raise,https://www.youtube.com/watch?v=tf3PNHeeWCQ
Barbell Overhead Press,https://www.youtube.com/watch?v=yWZGBBZoVXc&feature=youtu.be
Dumbell Front Raise,https://www.youtube.com/watch?v=rbR9hmKz2Hs&feature=youtu.be
Machine Face Pull,https://www.youtube.com/watch?v=VNuQNxV-isQ%7C
