Barbell Squat,https://www.youtube.com/watch?v=NcMEyM7qyuk&feature=youtu.be
Barbell Hip Thrust,https://www.youtube.com/embed/yTnWiBECvLk
Barbell DeadLifts,https://www.youtube.com/watch?v=C6aXGfIilEE
